person,age,country,education,gender,FK_9,FK_10,FK_11,FK_12,sus_1,sus_2,sus_3,sus_4,session_id,Height,Weight,RecipeWebUsage,HomeCook,CookingExp,EatingGoals,Depression,PhysicalActivity,SleepHours,CookingTime,recipe_id,recipe_name,Nutri_score,fsa_score,healthiness,liked_recipes,prepare_recipes,fit_preference,know_many,recommend_recipe,many_to_choose,easy_choice,choice_overwhelming,sys_time,unders_sys,many_actions,under_1,under_2,under_3,condition,n_condition,use_1,use_2,llm_hashtag,llm_explanation
1044,b45_55,GB,BA,Female,4,4,4,2,4,2,2,5,645d03acd1302079adbc39f9,166,63,Weekly,Daily,High,Lose Weight,Somewhat,Not enough (<3h),7-9h,≥60min,2282,Pasta Fagioli Soup II,A,6,healthy,4,4,4,4,2,3,3,2,2,4,2,4,4,4,noLabel,0,,,,
1017,b35_45,GB,BA,Male,4,4,4,2,5,5,5,2,6750d6364a372d312d35330a,179,62176,Weekly,Daily,High,No Goal,Not at all,A lot (>9h),≤7h,30-60min,236,Imitation Meatloaf,A,6,healthy,4,4,3,3,4,2,4,1,2,4,1,4,4,4,noLabel,0,,,,
1025,b25_35,GB,Less_high_school,Female,3,4,3,2,2,2,3,3,5a1dda5480acd8000104a12b,159,82,Monthly,Daily,Medium,No Goal,Somewhat,A lot (>9h),≤7h,≥60min,561,Moroccan Tagine,A,6,healthy,1,1,1,2,1,2,3,2,1,2,4,4,2,4,noLabel,0,,,,
1028,bover_55,GB,High_school,Male,3,4,3,3,3,3,4,4,651ab64d39658e91e9469f16,160,75,Monthly,Daily,High,No Goal,Not at all,Average (=6h),≤7h,30-60min,6345,Pasta Sauce with Italian Sausage,C,10,unhealthy,4,3,5,4,3,2,4,2,2,4,2,4,4,4,noLabel,0,,,,
1033,b45_55,GB,MSc,Female,4,4,4,2,3,3,2,5,5b15821c1e55760001ba20d0,170,98,Monthly,Daily,Medium,Lose Weight,Not at all,Not enough (<3h),7-9h,≤30min,2210,Vietnamese Salad Rolls,B,6,healthy,5,4,4,4,3,2,4,1,1,4,1,4,4,4,noLabel,0,,,,
1030,b25_35,GB,BA,Female,4,4,4,2,5,4,4,3,612cb8ab5ad60fc4504e073f,177,70,Monthly,Daily,High,Lose Weight,Not at all,A lot (>9h),7-9h,≥60min,446,Brazilian Black Bean Stew,A,6,healthy,3,5,4,3,3,1,4,2,1,5,1,3,3,3,noLabel,0,,,,
1040,b25_35,GB,MSc,Female,4,4,4,2,3,3,3,4,5fd3ae848ae14804a02b116d,178,81,Weekly,Daily,Medium,Lose Weight,Not at all,Average (=6h),7-9h,30-60min,3649,Enchilada Casserole,B,10,unhealthy,5,4,4,3,4,1,5,1,1,5,1,4,2,4,noLabel,0,,,,
1043,b25_35,GB,BA,Female,4,4,4,2,4,4,4,4,672c93c50646371ebd158451,172,71,Daily,Daily,High,Lose Weight,Not at all,Average (=6h),7-9h,30-60min,3735,Hawaiian Chicken II,C,10,unhealthy,4,4,4,4,4,2,4,2,2,4,2,4,2,2,noLabel,0,,,,
1036,b45_55,GB,High_school,Female,5,5,5,2,5,4,5,3,63dba7f5878fe280d1be7949,154,69,Weekly,Daily,High,Lose Weight,Not at all,Average (=6h),7-9h,≥60min,1716,Tasty Collard Greens,A,5,healthy,3,3,2,5,2,4,3,2,2,3,2,3,4,5,noLabel,0,,,,
1042,b18_24,US,BA,Male,2,4,4,2,4,4,5,3,671f853874a5d345f3ecfe19,175,72,Daily,Daily,Medium,Gain Weight,Somewhat,Average (=6h),≤7h,30-60min,3489,Flank Steak with Avocado Salsa,A,10,unhealthy,5,4,4,3,5,2,4,2,4,4,4,4,4,4,noLabel,0,,,,
1039,b25_35,GB,BA,Female,4,4,4,2,5,3,4,4,65b3beb4463142ec09dfa888,160,70,Weekly,Daily,High,Lose Weight,Not at all,Not enough (<3h),7-9h,30-60min,3649,Enchilada Casserole,B,10,unhealthy,4,4,5,4,3,3,4,2,2,5,2,4,3,3,noLabel,0,,,,
1034,b35_45,GB,MSc,Male,4,4,4,1,2,4,4,5,670e3a1047073db38ce544b0,188,94,Monthly,Weekly,High,No Goal,Not at all,Average (=6h),7-9h,30-60min,200,Hoisin-Ginger Beef Skewers,B,6,healthy,4,2,3,4,2,2,4,2,2,4,2,3,3,4,noLabel,0,,,,
1026,b25_35,GB,BA,Male,3,4,3,2,4,2,3,1,66847cc7c67232fae11af5b3,178,90,Monthly,Daily,Medium,Lose Weight,Not at all,A lot (>9h),7-9h,30-60min,200,Hoisin-Ginger Beef Skewers,B,6,healthy,5,5,5,3,4,1,5,1,1,5,1,4,3,4,noLabel,0,,,,
1041,b45_55,GB,BA,Female,4,4,4,1,4,4,4,4,5e38617987cb0602fed6d8b1,165,60,Weekly,Daily,Medium,No Goal,Somewhat,Average (=6h),≤7h,30-60min,446,Brazilian Black Bean Stew,A,6,healthy,4,4,4,3,3,2,4,1,2,4,1,3,3,2,noLabel,0,,,,
1029,b45_55,GB,BA,Male,4,4,2,2,4,4,4,5,6560d43fc84f57af66b900f8,187,110,Monthly,Monthly,Medium,Lose Weight,Not at all,Average (=6h),7-9h,≤30min,2483,House Fried Rice,B,6,healthy,5,5,5,4,3,2,4,2,2,4,1,3,3,3,noLabel,0,,,,
1037,b35_45,GB,MSc,Female,3,4,4,2,4,4,3,4,665590d01689b3598b61e4a1,168,80,Weekly,Daily,Medium,Lose Weight,Not at all,Average (=6h),7-9h,30-60min,3992,Raspberry Almond Coffeecake,D,10,unhealthy,4,3,3,5,3,2,4,2,2,4,2,4,2,3,noLabel,0,,,,
1035,b45_55,GB,High_school,Female,4,3,3,2,4,2,3,2,5693df018d93fe000dfa5733,152,100,Monthly,Daily,High,Lose Weight,Somewhat,A lot (>9h),≤7h,≥60min,3489,Flank Steak with Avocado Salsa,A,10,unhealthy,5,4,5,4,4,1,5,1,1,5,1,4,4,5,noLabel,0,,,,
1031,bover_55,GB,High_school,Female,4,4,4,2,4,4,4,3,5ea047d315537303f1e60ef9,160,74,Weekly,Daily,High,No Goal,Not at all,Average (=6h),7-9h,≥60min,2871,Slow Cooker Vegetable Beef Soup,A,6,healthy,4,4,4,3,4,2,4,2,2,4,2,4,4,4,noLabel,0,,,,
1027,b45_55,GB,BA,Male,3,3,3,2,4,2,4,4,60dddb1b0ac9d871e7352b58,180,129,Weekly,Daily,High,Lose Weight,Not at all,Average (=6h),≤7h,30-60min,6345,Pasta Sauce with Italian Sausage,C,10,unhealthy,4,3,4,4,3,4,2,3,2,4,2,3,3,2,noLabel,0,,,,
1046,b18_24,GB,High_school,Male,4,4,4,1,5,5,4,5,66095f32c9a782ed6acaf8fb,182,75,Weekly,Weekly,Medium,Gain Weight,Not at all,Average (=6h),7-9h,30-60min,5989,Sweet and Sour Drumettes,C,10,unhealthy,5,4,4,4,5,1,5,1,1,5,5,4,4,4,noLabel,0,,,,
1048,b25_35,GB,BA,Female,3,2,2,4,4,3,5,4,5aab99693b97410001a8e5a7,153,52,Monthly,Daily,Medium,No Goal,Not at all,Not enough (<3h),7-9h,30-60min,446,Brazilian Black Bean Stew,A,6,healthy,2,2,3,5,3,2,3,2,2,4,2,4,2,3,noLabel,0,,,,
1049,b25_35,GB,BA,Male,4,4,4,2,3,4,3,3,572f526c3c27e7000e0b8aaa,172,82,Monthly,Weekly,Medium,No Goal,Not at all,Average (=6h),7-9h,30-60min,200,Hoisin-Ginger Beef Skewers,B,6,healthy,4,3,4,3,4,4,3,1,2,5,3,4,4,3,noLabel,0,,,,
1052,b25_35,GB,BA,Male,4,4,4,2,4,4,4,3,674c1f69ec501e4a3a1324a3,5,70,Weekly,Weekly,Medium,No Goal,Not at all,Average (=6h),≤7h,30-60min,1005,Michelle's Blonde Chicken Chili,A,4,healthy,4,4,4,3,4,2,5,5,2,4,2,4,4,4,noLabel,0,,,,
1047,b18_24,GB,MSc,Male,5,4,5,2,5,4,4,2,5e70bd5480f43a0009625d4c,193,84,Weekly,Daily,High,Gain Weight,Somewhat,Average (=6h),≤7h,≥60min,5227,Fire Roasted Tomato and Feta Pasta with Shrimp,B,10,unhealthy,5,5,4,3,4,1,5,1,1,5,2,5,4,5,noLabel,0,,,,
1050,b25_35,US,BA,Male,4,4,4,2,4,4,4,2,674740c22c4a0584ab7fdb81,170,90,Daily,Daily,High,No Goal,Not at all,Average (=6h),7-9h,30-60min,2955,Chicken Pasta I,A,5,healthy,4,4,4,3,4,2,4,2,2,4,4,4,4,4,noLabel,0,,,,
1053,bover_55,GB,High_school,Male,3,3,1,4,3,3,4,3,5654166804212700054a12aa,181,74,Monthly,Daily,Medium,No Goal,Not at all,Average (=6h),7-9h,30-60min,2803,Divine Spaghetti Sauce,A,6,healthy,5,4,5,3,3,3,4,1,1,5,1,5,4,4,noLabel,0,,,,
1067,b25_35,GB,High_school,Female,4,4,4,2,5,2,3,2,5b2a72f7c293b90001732b89,170,70,Weekly,Weekly,High,Lose Weight,Not at all,Not enough (<3h),7-9h,30-60min,5989,Sweet and Sour Drumettes,C,10,unhealthy,4,4,4,5,3,2,4,2,1,5,1,3,3,2,noLabel,0,,,,
1054,b18_24,GB,High_school,Male,4,3,3,2,5,3,4,2,5d9a6e6bf788b00012763417,160,70,Monthly,Daily,Very_Low,Lose Weight,Somewhat,Not enough (<3h),≤7h,≥60min,3514,North Carolina-Style Pulled Pork,A,10,unhealthy,4,1,3,5,3,4,3,4,1,4,2,4,3,3,noLabel,0,,,,
1066,b45_55,GB,BA,Male,4,3,4,3,4,2,4,3,5f7f37094de3e60962dd36f5,-185,100,Monthly,Daily,Medium,Lose Weight,Not at all,Not enough (<3h),≤7h,30-60min,1005,Michelle's Blonde Chicken Chili,A,4,healthy,4,4,4,3,4,2,4,1,2,4,2,4,4,4,noLabel,0,,,,
1071,b45_55,US,MSc,Female,3,4,4,2,3,2,3,4,670a165e0ef22b0779d470dd,161,83,Monthly,Weekly,High,No Goal,Not at all,Average (=6h),7-9h,30-60min,2955,Chicken Pasta I,A,5,healthy,5,4,4,5,3,2,4,1,2,4,1,4,3,4,noLabel,0,,,,
1060,bover_55,GB,High_school,Female,4,5,4,1,4,3,4,2,5ecd36302b4d3c05d4cc1ba2,153,62,Weekly,Daily,High,Lose Weight,Not at all,Average (=6h),7-9h,30-60min,2955,Chicken Pasta I,A,5,healthy,3,3,4,4,3,2,3,1,1,5,1,5,5,5,noLabel,0,,,,
1058,bover_55,GB,High_school,Male,4,4,4,1,4,3,4,2,5ea01b4b2d7b4d0243d93f78,175,54,Monthly,Daily,Medium,No Goal,Not at all,A lot (>9h),≥9h,≥60min,6225,The Best Sweet and Sour Meatballs,B,11,unhealthy,4,4,4,3,4,2,4,1,2,4,3,4,4,4,noLabel,0,,,,
1064,b35_45,GB,High_school,Female,4,4,3,2,3,2,4,4,65a3f461bfa22dde98c10436,165,78,Monthly,Daily,Medium,Lose Weight,Not at all,Not enough (<3h),≤7h,30-60min,6345,Pasta Sauce with Italian Sausage,C,10,unhealthy,4,3,4,4,3,2,4,2,1,4,2,4,3,4,noLabel,0,,,,
1063,b18_24,GB,High_school,Female,4,4,3,2,4,3,4,2,6148b49d6ac652cefd310332,160,72,Monthly,Weekly,Medium,Lose Weight,Not at all,Average (=6h),7-9h,≤30min,3573,Raspberry Truffle Fudge,E,10,unhealthy,3,2,3,4,3,3,3,4,3,4,3,4,3,3,noLabel,0,,,,
1062,b35_45,GB,High_school,Female,5,5,4,1,4,3,4,3,5f2fcda9700ba6032442db9c,160,58,Monthly,Daily,Medium,Lose Weight,Not at all,Average (=6h),7-9h,30-60min,3735,Hawaiian Chicken II,C,10,unhealthy,5,4,4,3,4,4,3,2,2,4,2,4,4,4,noLabel,0,,,,
1073,bover_55,GB,High_school,Male,3,4,2,3,4,4,5,3,62347ee217c402f4acae35d0,168,79,Monthly,Daily,Medium,Lose Weight,Not at all,Not enough (<3h),7-9h,30-60min,200,Hoisin-Ginger Beef Skewers,B,6,healthy,4,3,4,4,3,2,4,1,2,5,1,4,3,4,noLabel,0,,,,
1056,b25_35,GB,High_school,Male,4,5,5,1,4,4,4,3,668fa82eb6aad7177cb29ba0,177,64,Weekly,Daily,Very_High,No Goal,Not at all,Average (=6h),7-9h,≥60min,446,Brazilian Black Bean Stew,A,6,healthy,4,5,5,3,4,1,5,1,1,5,1,5,4,4,noLabel,0,,,,
1061,b45_55,GB,High_school,Female,4,4,4,2,3,3,4,2,5983095e9bf4fe0001071115,165,90,Weekly,Daily,High,No Goal,Not at all,Not enough (<3h),≤7h,≥60min,1151,One Pot Pinto Beans,A,5,healthy,4,4,4,4,4,2,4,2,2,5,2,3,3,4,noLabel,0,,,,
1059,b25_35,GB,High_school,Female,3,3,4,2,2,3,4,4,66967073cb094a7cac299bab,175,90,Monthly,Monthly,Low,No Goal,Somewhat,Not enough (<3h),≤7h,30-60min,6345,Pasta Sauce with Italian Sausage,C,10,unhealthy,2,1,2,4,2,2,2,1,1,4,1,3,4,4,noLabel,0,,,,
1069,b25_35,US,High_school,Female,2,2,4,4,3,2,2,4,664e835c732628231a08fff5,154,65,Weekly,Weekly,Medium,Lose Weight,Somewhat,Average (=6h),≤7h,30-60min,1005,Michelle's Blonde Chicken Chili,A,4,healthy,2,2,2,4,3,4,2,4,1,3,2,4,1,4,noLabel,0,,,,
1068,b25_35,GB,BA,Male,4,4,4,1,4,3,2,2,62d2c9d825a0449c13aa42cc,189,78,Monthly,Weekly,Medium,Gain Weight,Not at all,Average (=6h),≤7h,30-60min,494,Apple Glazed Pork Tenderloin,A,6,healthy,5,5,5,4,4,2,5,1,1,5,1,4,4,3,noLabel,0,,,,
1072,b35_45,US,BA,Male,3,2,4,2,2,2,2,2,67404f26b8b62027f2e94de6,70,60,Monthly,Weekly,Medium,Lose Weight,Somewhat,Not enough (<3h),7-9h,30-60min,2955,Chicken Pasta I,A,5,healthy,2,2,2,2,3,1,3,2,2,2,3,1,2,3,noLabel,0,,,,
1075,b35_45,GB,Not,Female,5,5,5,1,5,5,5,2,646dc9848e53ff1705d8c9c5,167,50,Monthly,Daily,Very_High,No Goal,Not at all,Average (=6h),7-9h,≥60min,2210,Vietnamese Salad Rolls,B,6,healthy,4,4,4,5,3,1,5,1,3,3,2,4,2,3,noLabel,0,,,,
1076,b35_45,GB,High_school,Female,3,4,3,1,5,3,4,3,66cf368865143e842d98389d,163,63,Monthly,Daily,Medium,Lose Weight,Not at all,Not enough (<3h),7-9h,30-60min,5569,Luscious Chicken Pot Pie,A,10,unhealthy,4,4,4,4,5,2,4,1,1,5,3,4,4,4,noLabel,0,,,,
1078,b35_45,GB,BA,Female,4,4,4,2,3,3,4,4,62b4370c9a89e5a09c4447de,143,59,Monthly,Weekly,Medium,Lose Weight,Not at all,A lot (>9h),≤7h,30-60min,2329,Lentil Loaf,A,5,healthy,4,4,4,4,4,4,2,4,3,4,2,4,4,4,noLabel,0,,,,
1077,b25_35,GB,BA,Male,4,4,4,2,5,3,3,2,5c92f797803bff0017fef8dd,187,72,Weekly,Weekly,Medium,Gain Weight,Not at all,Average (=6h),≤7h,30-60min,446,Brazilian Black Bean Stew,A,6,healthy,4,4,4,5,3,2,4,1,1,5,1,3,2,3,noLabel,0,,,,
1079,b35_45,GB,High_school,Male,4,5,4,1,4,4,5,4,57d5ab3a722df500017f3622,179,88,Monthly,Weekly,Medium,No Goal,Not at all,A lot (>9h),7-9h,30-60min,200,Hoisin-Ginger Beef Skewers,B,6,healthy,5,4,5,4,4,2,4,1,1,4,1,2,2,1,noLabel,0,,,,
2005,bover_55,GB,BA,Female,4,4,4,2,4,3,4,4,58bf2cf0d294c100010181fa,160,73,Monthly,Daily,Medium,Lose Weight,Not at all,Average (=6h),≤7h,≤30min,494,Apple Glazed Pork Tenderloin,A,6,healthy,4,4,3,4,3,3,2,2,2,5,2,4,4,4,Label,1,4.0,4.0,,
2006,b45_55,GB,BA,Female,3,4,3,3,4,4,4,2,602164e5c7f2bd119d6ea691,162,100,Monthly,Monthly,Low,Lose Weight,Somewhat,Not enough (<3h),7-9h,≤30min,2483,House Fried Rice,B,6,healthy,4,4,4,3,3,2,4,2,3,5,4,4,4,4,Label,1,3.0,3.0,,
2007,b45_55,GB,BA,Female,2,3,2,4,4,3,4,4,5df03fabc1ef790aa5595f8f,170,77,Monthly,Weekly,Very_Low,Lose Weight,Not at all,Average (=6h),7-9h,≤30min,2483,House Fried Rice,B,6,healthy,4,4,4,2,4,1,4,1,2,4,4,4,3,2,Label,1,4.0,4.0,,
2010,b45_55,GB,BA,Female,3,4,4,2,3,2,4,3,669053bbebafdd430e770142,166,80,Monthly,Daily,Low,Lose Weight,Somewhat,Not enough (<3h),≤7h,≤30min,494,Apple Glazed Pork Tenderloin,A,6,healthy,5,4,4,3,4,2,5,1,2,4,2,4,4,4,Label,1,4.0,5.0,,
2015,b25_35,GB,High_school,Male,5,5,5,1,4,3,2,4,629f6b8c65fcae219e245284,164,80,Weekly,Daily,Very_High,Lose Weight,Not at all,A lot (>9h),7-9h,≥60min,2746,Hearty Hamburger Soup,A,5,healthy,2,1,4,5,1,4,2,2,1,5,2,5,4,5,Label,1,5.0,5.0,,
2017,b18_24,GB,BA,Male,3,2,3,2,3,4,4,5,665a081994dc662744486887,178,60,Monthly,Daily,Low,Gain Weight,Somewhat,A lot (>9h),7-9h,30-60min,2955,Chicken Pasta I,A,5,healthy,4,4,5,5,4,4,3,1,3,3,3,4,4,5,Label,1,4.0,4.0,,
2008,b18_24,US,High_school,Male,4,4,3,2,4,4,4,2,614e5092e08a3a2d3204ffd2,180,80,Monthly,Weekly,Medium,No Goal,Somewhat,Average (=6h),7-9h,30-60min,2803,Divine Spaghetti Sauce,A,6,healthy,4,3,4,3,4,1,4,1,1,4,3,4,3,4,Label,1,4.0,3.0,,
2011,b35_45,GB,High_school,Male,4,4,4,1,3,3,3,4,62a72693ad239d8873b2d0bc,178,79,Monthly,Daily,Medium,Lose Weight,Somewhat,Not enough (<3h),≤7h,30-60min,494,Apple Glazed Pork Tenderloin,A,6,healthy,5,4,5,3,4,4,1,1,1,5,1,5,5,4,Label,1,3.0,4.0,,
2042,b35_45,GB,High_school,Male,4,5,4,2,4,2,4,4,60be1ea6b06c026c3531e0f5,186,75,Weekly,Daily,Medium,No Goal,Not at all,Average (=6h),7-9h,30-60min,936,Pork Chop and Cabbage Casserole,A,4,healthy,4,3,3,5,4,3,4,2,2,5,2,5,5,5,Label,1,5.0,5.0,,
2019,b25_35,US,High_school,Female,3,4,3,2,4,4,3,4,671798b7d4db73aba8605dae,157,90,Weekly,Daily,Very_High,Lose Weight,Not at all,Average (=6h),≤7h,30-60min,1005,Michelle's Blonde Chicken Chili,A,4,healthy,4,4,4,2,3,2,4,2,2,4,2,2,3,4,Label,1,5.0,5.0,,
2023,bover_55,GB,BA,Female,4,4,3,2,3,4,5,4,6005f9ba9a21c96134362ff1,163,58,Monthly,Weekly,Low,No Goal,Not at all,Not enough (<3h),≤7h,≤30min,561,Moroccan Tagine,A,6,healthy,4,5,4,3,3,2,4,1,2,5,1,3,3,4,Label,1,4.0,4.0,,
2053,b35_45,US,MSc,Male,4,4,3,2,4,4,4,4,66a50d9d7bdfd868e2389033,6,80,Weekly,Daily,High,Lose Weight,Not at all,A lot (>9h),≤7h,30-60min,1005,Michelle's Blonde Chicken Chili,A,4,healthy,4,4,4,3,4,2,4,4,2,4,2,4,4,5,Label,1,5.0,4.0,,
2022,b35_45,GB,BA,Male,4,4,4,2,3,4,4,4,654f97432dbb8563cf98d7c3,182,127,Weekly,Daily,High,No Goal,Somewhat,Average (=6h),7-9h,30-60min,200,Hoisin-Ginger Beef Skewers,B,6,healthy,4,4,4,4,3,4,4,2,2,4,2,4,3,4,Label,1,4.0,4.0,,
2026,b25_35,US,MSc,Male,5,3,3,1,5,4,4,3,672ec31531b7504b78dcddde,165,111,Weekly,Weekly,Medium,No Goal,Somewhat,Average (=6h),≤7h,30-60min,1005,Michelle's Blonde Chicken Chili,A,4,healthy,4,4,4,3,3,2,2,3,2,4,4,4,4,2,Label,1,4.0,3.0,,
2055,b25_35,GB,High_school,Female,4,4,4,1,4,4,5,4,6658b20e7effe3be35b0e34c,158,70,Monthly,Daily,High,Lose Weight,Somewhat,Average (=6h),7-9h,30-60min,2955,Chicken Pasta I,A,5,healthy,5,5,5,5,4,1,5,1,1,4,1,4,4,4,Label,1,5.0,5.0,,
2048,b18_24,GB,High_school,Female,4,3,4,2,4,4,3,4,667dbf0273d123722d4eb347,155,67,Monthly,Weekly,High,No Goal,Not at all,Average (=6h),7-9h,30-60min,200,Hoisin-Ginger Beef Skewers,B,6,healthy,4,3,4,5,4,4,3,2,2,5,3,5,4,5,Label,1,4.0,5.0,,
2043,b18_24,GB,High_school,Male,1,1,4,3,1,4,1,4,672aaa9f86c28a08d0a98d45,187,80,Weekly,Daily,Very_High,No Goal,Somewhat,Average (=6h),≤7h,≥60min,561,Moroccan Tagine,A,6,healthy,5,5,5,1,5,2,5,3,4,4,4,4,4,5,Label,1,4.0,4.0,,
2024,bover_55,GB,MSc,Male,3,4,3,3,2,4,3,4,5c9505af51f50e0016cbc42b,188,95,Monthly,Weekly,Low,No Goal,Somewhat,A lot (>9h),≤7h,30-60min,1005,Michelle's Blonde Chicken Chili,A,4,healthy,4,3,4,1,4,2,4,2,2,4,4,4,3,4,Label,1,4.0,2.0,,
2061,b25_35,GB,BA,Female,3,3,4,2,5,2,4,3,665f567da83b58036682b894,165,90,Monthly,Daily,Medium,Lose Weight,Somewhat,Average (=6h),≤7h,≥60min,494,Apple Glazed Pork Tenderloin,A,6,healthy,5,5,5,3,4,2,4,2,1,5,1,5,3,4,Label,1,4.0,4.0,,
2034,b35_45,US,High_school,Male,4,4,4,2,2,2,4,2,60d8c3f7b29ef0af10d9203b,188,120,Weekly,Daily,High,Lose Weight,Somewhat,Average (=6h),≥9h,30-60min,2955,Chicken Pasta I,A,5,healthy,4,3,4,5,3,4,2,2,1,4,1,4,4,3,Label,1,4.0,4.0,,
2041,bover_55,GB,High_school,Female,3,4,4,2,4,3,4,4,59eb2cc98c371000010bb196,170,57,Monthly,Daily,Medium,No Goal,Not at all,Average (=6h),7-9h,30-60min,2955,Chicken Pasta I,A,5,healthy,4,4,4,3,4,2,4,2,2,4,2,4,4,4,Label,1,4.0,3.0,,
2028,b18_24,GB,BA,Female,4,4,3,2,4,2,5,4,66c235c2e874e19101846594,175,74,Monthly,Daily,Medium,Lose Weight,Somewhat,Not enough (<3h),≤7h,≤30min,3735,Hawaiian Chicken II,C,10,unhealthy,4,5,4,5,3,2,4,2,2,5,2,3,5,4,Label,1,4.0,3.0,,
2025,b18_24,GB,BA,Female,4,3,2,3,4,2,4,4,673235d7774579c480456abf,169,55,Monthly,Weekly,Medium,Lose Weight,Not at all,Average (=6h),≤7h,30-60min,6563,Ricotta Gnocchi,C,10,unhealthy,4,5,4,2,3,2,4,4,2,4,2,4,4,3,Label,1,4.0,2.0,,
